# Renewables.ninja Wind (Point API) - 53.135, -5.555 - Version: 1.1 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, wind_speed in m/s,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""wind_speed"": ""m/s""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""53.13479"""," ""lon"": ""-5.5548"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1000"""," ""height"": ""140"""," ""turbine"": ""Vestas V164 7000"""," ""raw"": true}}"
time,local_time,electricity,wind_speed,,,,,,,,,,,
01/01/2019 00:00,01/01/2019 00:00,645.592,9.873,,,,,,,,,,,
01/01/2019 01:00,01/01/2019 01:00,631.988,9.76,,,,,,,,,,,
01/01/2019 02:00,01/01/2019 02:00,602.497,9.518,,,,,,,,,,,
01/01/2019 03:00,01/01/2019 03:00,598.141,9.483,,,,,,,,,,,
01/01/2019 04:00,01/01/2019 04:00,607.228,9.558,,,,,,,,,,,
01/01/2019 05:00,01/01/2019 05:00,576.367,9.314,,,,,,,,,,,
01/01/2019 06:00,01/01/2019 06:00,528.737,8.95,,,,,,,,,,,
01/01/2019 07:00,01/01/2019 07:00,480.642,8.592,,,,,,,,,,,
01/01/2019 08:00,01/01/2019 08:00,469.979,8.507,,,,,,,,,,,
01/01/2019 09:00,01/01/2019 09:00,433.887,8.239,,,,,,,,,,,
01/01/2019 10:00,01/01/2019 10:00,394.667,7.957,,,,,,,,,,,
01/01/2019 11:00,01/01/2019 11:00,359.629,7.694,,,,,,,,,,,
01/01/2019 12:00,01/01/2019 12:00,349.927,7.615,,,,,,,,,,,
01/01/2019 13:00,01/01/2019 13:00,365.404,7.734,,,,,,,,,,,
01/01/2019 14:00,01/01/2019 14:00,384.299,7.874,,,,,,,,,,,
01/01/2019 15:00,01/01/2019 15:00,422.152,8.161,,,,,,,,,,,
01/01/2019 16:00,01/01/2019 16:00,445.12,8.321,,,,,,,,,,,
01/01/2019 17:00,01/01/2019 17:00,426.065,8.19,,,,,,,,,,,
01/01/2019 18:00,01/01/2019 18:00,389.073,7.913,,,,,,,,,,,
01/01/2019 19:00,01/01/2019 19:00,339.506,7.53,,,,,,,,,,,
01/01/2019 20:00,01/01/2019 20:00,277.77,7.047,,,,,,,,,,,
01/01/2019 21:00,01/01/2019 21:00,222.223,6.563,,,,,,,,,,,
01/01/2019 22:00,01/01/2019 22:00,182.481,6.17,,,,,,,,,,,
01/01/2019 23:00,01/01/2019 23:00,155.692,5.895,,,,,,,,,,,
02/01/2019 00:00,02/01/2019 00:00,140.426,5.718,,,,,,,,,,,
02/01/2019 01:00,02/01/2019 01:00,135.788,5.665,,,,,,,,,,,
02/01/2019 02:00,02/01/2019 02:00,143.162,5.752,,,,,,,,,,,
02/01/2019 03:00,02/01/2019 03:00,161.841,5.953,,,,,,,,,,,
02/01/2019 04:00,02/01/2019 04:00,179.071,6.144,,,,,,,,,,,
02/01/2019 05:00,02/01/2019 05:00,197.351,6.324,,,,,,,,,,,
02/01/2019 06:00,02/01/2019 06:00,218.727,6.531,,,,,,,,,,,
02/01/2019 07:00,02/01/2019 07:00,234.73,6.669,,,,,,,,,,,
02/01/2019 08:00,02/01/2019 08:00,237.314,6.694,,,,,,,,,,,
02/01/2019 09:00,02/01/2019 09:00,227.311,6.604,,,,,,,,,,,
02/01/2019 10:00,02/01/2019 10:00,215.381,6.496,,,,,,,,,,,
02/01/2019 11:00,02/01/2019 11:00,202.036,6.367,,,,,,,,,,,
02/01/2019 12:00,02/01/2019 12:00,186.459,6.214,,,,,,,,,,,
02/01/2019 13:00,02/01/2019 13:00,168.81,6.029,,,,,,,,,,,
02/01/2019 14:00,02/01/2019 14:00,153.924,5.875,,,,,,,,,,,
02/01/2019 15:00,02/01/2019 15:00,142.808,5.748,,,,,,,,,,,
02/01/2019 16:00,02/01/2019 16:00,140.407,5.715,,,,,,,,,,,
02/01/2019 17:00,02/01/2019 17:00,148.38,5.812,,,,,,,,,,,
02/01/2019 18:00,02/01/2019 18:00,162.16,5.956,,,,,,,,,,,
02/01/2019 19:00,02/01/2019 19:00,177.338,6.127,,,,,,,,,,,
02/01/2019 20:00,02/01/2019 20:00,187.258,6.224,,,,,,,,,,,
02/01/2019 21:00,02/01/2019 21:00,186.474,6.216,,,,,,,,,,,
02/01/2019 22:00,02/01/2019 22:00,177.946,6.133,,,,,,,,,,,
02/01/2019 23:00,02/01/2019 23:00,167.17,6.015,,,,,,,,,,,
03/01/2019 00:00,03/01/2019 00:00,151.503,5.848,,,,,,,,,,,
03/01/2019 01:00,03/01/2019 01:00,127.634,5.556,,,,,,,,,,,
03/01/2019 02:00,03/01/2019 02:00,94.426,5.115,,,,,,,,,,,
03/01/2019 03:00,03/01/2019 03:00,68.786,4.701,,,,,,,,,,,
03/01/2019 04:00,03/01/2019 04:00,61.01,4.558,,,,,,,,,,,
03/01/2019 05:00,03/01/2019 05:00,75.63,4.81,,,,,,,,,,,
03/01/2019 06:00,03/01/2019 06:00,115.926,5.415,,,,,,,,,,,
03/01/2019 07:00,03/01/2019 07:00,177.663,6.13,,,,,,,,,,,
03/01/2019 08:00,03/01/2019 08:00,235.088,6.676,,,,,,,,,,,
03/01/2019 09:00,03/01/2019 09:00,242.062,6.732,,,,,,,,,,,
03/01/2019 10:00,03/01/2019 10:00,204.252,6.394,,,,,,,,,,,
03/01/2019 11:00,03/01/2019 11:00,163.93,5.976,,,,,,,,,,,
03/01/2019 12:00,03/01/2019 12:00,123.742,5.516,,,,,,,,,,,
03/01/2019 13:00,03/01/2019 13:00,101.365,5.216,,,,,,,,,,,
03/01/2019 14:00,03/01/2019 14:00,115.912,5.415,,,,,,,,,,,
03/01/2019 15:00,03/01/2019 15:00,129.635,5.587,,,,,,,,,,,
03/01/2019 16:00,03/01/2019 16:00,129.588,5.58,,,,,,,,,,,
03/01/2019 17:00,03/01/2019 17:00,129.633,5.587,,,,,,,,,,,
03/01/2019 18:00,03/01/2019 18:00,140.428,5.719,,,,,,,,,,,
03/01/2019 19:00,03/01/2019 19:00,155.628,5.894,,,,,,,,,,,
03/01/2019 20:00,03/01/2019 20:00,170.928,6.054,,,,,,,,,,,
03/01/2019 21:00,03/01/2019 21:00,189.467,6.246,,,,,,,,,,,
03/01/2019 22:00,03/01/2019 22:00,203.436,6.387,,,,,,,,,,,
03/01/2019 23:00,03/01/2019 23:00,206.834,6.415,,,,,,,,,,,
04/01/2019 00:00,04/01/2019 00:00,195.616,6.311,,,,,,,,,,,
04/01/2019 01:00,04/01/2019 01:00,167.181,6.017,,,,,,,,,,,
04/01/2019 02:00,04/01/2019 02:00,120.135,5.47,,,,,,,,,,,
04/01/2019 03:00,04/01/2019 03:00,69.784,4.718,,,,,,,,,,,
04/01/2019 04:00,04/01/2019 04:00,43.31,4.187,,,,,,,,,,,
04/01/2019 05:00,04/01/2019 05:00,38.552,4.073,,,,,,,,,,,
04/01/2019 06:00,04/01/2019 06:00,41.59,4.138,,,,,,,,,,,
04/01/2019 07:00,04/01/2019 07:00,41.785,4.142,,,,,,,,,,,
04/01/2019 08:00,04/01/2019 08:00,45.525,4.238,,,,,,,,,,,
04/01/2019 09:00,04/01/2019 09:00,67.068,4.67,,,,,,,,,,,
04/01/2019 10:00,04/01/2019 10:00,97.429,5.16,,,,,,,,,,,
04/01/2019 11:00,04/01/2019 11:00,116.308,5.42,,,,,,,,,,,
04/01/2019 12:00,04/01/2019 12:00,123.199,5.509,,,,,,,,,,,
04/01/2019 13:00,04/01/2019 13:00,115.566,5.41,,,,,,,,,,,
04/01/2019 14:00,04/01/2019 14:00,98.859,5.18,,,,,,,,,,,
04/01/2019 15:00,04/01/2019 15:00,82.972,4.939,,,,,,,,,,,
04/01/2019 16:00,04/01/2019 16:00,66.582,4.652,,,,,,,,,,,
04/01/2019 17:00,04/01/2019 17:00,67.827,4.684,,,,,,,,,,,
04/01/2019 18:00,04/01/2019 18:00,85.545,4.98,,,,,,,,,,,
04/01/2019 19:00,04/01/2019 19:00,111.202,5.352,,,,,,,,,,,
04/01/2019 20:00,04/01/2019 20:00,140.379,5.711,,,,,,,,,,,
04/01/2019 21:00,04/01/2019 21:00,169.075,6.039,,,,,,,,,,,
04/01/2019 22:00,04/01/2019 22:00,198.588,6.335,,,,,,,,,,,
04/01/2019 23:00,04/01/2019 23:00,228.725,6.616,,,,,,,,,,,
05/01/2019 00:00,05/01/2019 00:00,264.49,6.933,,,,,,,,,,,
05/01/2019 01:00,05/01/2019 01:00,302.659,7.246,,,,,,,,,,,
05/01/2019 02:00,05/01/2019 02:00,341.287,7.553,,,,,,,,,,,
05/01/2019 03:00,05/01/2019 03:00,374.837,7.809,,,,,,,,,,,
05/01/2019 04:00,05/01/2019 04:00,391.001,7.927,,,,,,,,,,,
05/01/2019 05:00,05/01/2019 05:00,390.997,7.926,,,,,,,,,,,
05/01/2019 06:00,05/01/2019 06:00,369.701,7.77,,,,,,,,,,,
05/01/2019 07:00,05/01/2019 07:00,343.018,7.567,,,,,,,,,,,
05/01/2019 08:00,05/01/2019 08:00,324.136,7.415,,,,,,,,,,,
05/01/2019 09:00,05/01/2019 09:00,324.22,7.415,,,,,,,,,,,
05/01/2019 10:00,05/01/2019 10:00,336.955,7.517,,,,,,,,,,,
05/01/2019 11:00,05/01/2019 11:00,346.611,7.592,,,,,,,,,,,
05/01/2019 12:00,05/01/2019 12:00,357.17,7.665,,,,,,,,,,,
05/01/2019 13:00,05/01/2019 13:00,367.034,7.746,,,,,,,,,,,
05/01/2019 14:00,05/01/2019 14:00,354.035,7.642,,,,,,,,,,,
05/01/2019 15:00,05/01/2019 15:00,341.495,7.555,,,,,,,,,,,
05/01/2019 16:00,05/01/2019 16:00,339.51,7.531,,,,,,,,,,,
05/01/2019 17:00,05/01/2019 17:00,336.935,7.513,,,,,,,,,,,
05/01/2019 18:00,05/01/2019 18:00,322.233,7.396,,,,,,,,,,,
05/01/2019 19:00,05/01/2019 19:00,306.125,7.274,,,,,,,,,,,
05/01/2019 20:00,05/01/2019 20:00,301.491,7.235,,,,,,,,,,,
05/01/2019 21:00,05/01/2019 21:00,289.91,7.139,,,,,,,,,,,
05/01/2019 22:00,05/01/2019 22:00,277.081,7.041,,,,,,,,,,,
05/01/2019 23:00,05/01/2019 23:00,266.157,6.943,,,,,,,,,,,
06/01/2019 00:00,06/01/2019 00:00,257.913,6.871,,,,,,,,,,,
06/01/2019 01:00,06/01/2019 01:00,243.812,6.748,,,,,,,,,,,
06/01/2019 02:00,06/01/2019 02:00,233.664,6.664,,,,,,,,,,,
06/01/2019 03:00,06/01/2019 03:00,239.554,6.712,,,,,,,,,,,
06/01/2019 04:00,06/01/2019 04:00,245.249,6.765,,,,,,,,,,,
06/01/2019 05:00,06/01/2019 05:00,227.327,6.606,,,,,,,,,,,
06/01/2019 06:00,06/01/2019 06:00,213.939,6.478,,,,,,,,,,,
06/01/2019 07:00,06/01/2019 07:00,189.447,6.244,,,,,,,,,,,
06/01/2019 08:00,06/01/2019 08:00,160.653,5.945,,,,,,,,,,,
06/01/2019 09:00,06/01/2019 09:00,154.895,5.886,,,,,,,,,,,
06/01/2019 10:00,06/01/2019 10:00,188.227,6.229,,,,,,,,,,,
06/01/2019 11:00,06/01/2019 11:00,229.546,6.628,,,,,,,,,,,
06/01/2019 12:00,06/01/2019 12:00,250.563,6.816,,,,,,,,,,,
06/01/2019 13:00,06/01/2019 13:00,261.826,6.911,,,,,,,,,,,
06/01/2019 14:00,06/01/2019 14:00,301.624,7.236,,,,,,,,,,,
06/01/2019 15:00,06/01/2019 15:00,343.879,7.572,,,,,,,,,,,
06/01/2019 16:00,06/01/2019 16:00,383.672,7.868,,,,,,,,,,,
06/01/2019 17:00,06/01/2019 17:00,408.474,8.057,,,,,,,,,,,
06/01/2019 18:00,06/01/2019 18:00,420.4,8.144,,,,,,,,,,,
06/01/2019 19:00,06/01/2019 19:00,428.63,8.209,,,,,,,,,,,
06/01/2019 20:00,06/01/2019 20:00,453.606,8.392,,,,,,,,,,,
06/01/2019 21:00,06/01/2019 21:00,510.336,8.813,,,,,,,,,,,
06/01/2019 22:00,06/01/2019 22:00,581.27,9.352,,,,,,,,,,,
06/01/2019 23:00,06/01/2019 23:00,653.373,9.935,,,,,,,,,,,
07/01/2019 00:00,07/01/2019 00:00,702.868,10.381,,,,,,,,,,,
07/01/2019 01:00,07/01/2019 01:00,724.726,10.586,,,,,,,,,,,
07/01/2019 02:00,07/01/2019 02:00,735.565,10.698,,,,,,,,,,,
07/01/2019 03:00,07/01/2019 03:00,734.542,10.688,,,,,,,,,,,
07/01/2019 04:00,07/01/2019 04:00,738.788,10.73,,,,,,,,,,,
07/01/2019 05:00,07/01/2019 05:00,760.237,10.956,,,,,,,,,,,
07/01/2019 06:00,07/01/2019 06:00,781.121,11.189,,,,,,,,,,,
07/01/2019 07:00,07/01/2019 07:00,825.661,11.75,,,,,,,,,,,
07/01/2019 08:00,07/01/2019 08:00,850.484,12.112,,,,,,,,,,,
07/01/2019 09:00,07/01/2019 09:00,881.081,12.627,,,,,,,,,,,
07/01/2019 10:00,07/01/2019 10:00,912.853,13.285,,,,,,,,,,,
07/01/2019 11:00,07/01/2019 11:00,947.073,14.253,,,,,,,,,,,
07/01/2019 12:00,07/01/2019 12:00,946.509,14.233,,,,,,,,,,,
07/01/2019 13:00,07/01/2019 13:00,951.956,14.428,,,,,,,,,,,
07/01/2019 14:00,07/01/2019 14:00,933.458,13.82,,,,,,,,,,,
07/01/2019 15:00,07/01/2019 15:00,916.505,13.366,,,,,,,,,,,
07/01/2019 16:00,07/01/2019 16:00,909.561,13.209,,,,,,,,,,,
07/01/2019 17:00,07/01/2019 17:00,904.674,13.1,,,,,,,,,,,
07/01/2019 18:00,07/01/2019 18:00,887.482,12.738,,,,,,,,,,,
07/01/2019 19:00,07/01/2019 19:00,792.998,11.324,,,,,,,,,,,
07/01/2019 20:00,07/01/2019 20:00,702.782,10.379,,,,,,,,,,,
07/01/2019 21:00,07/01/2019 21:00,683.984,10.204,,,,,,,,,,,
07/01/2019 22:00,07/01/2019 22:00,718.287,10.528,,,,,,,,,,,
07/01/2019 23:00,07/01/2019 23:00,728.804,10.622,,,,,,,,,,,
08/01/2019 00:00,08/01/2019 00:00,745.343,10.798,,,,,,,,,,,
08/01/2019 01:00,08/01/2019 01:00,779.119,11.166,,,,,,,,,,,
08/01/2019 02:00,08/01/2019 02:00,804.959,11.477,,,,,,,,,,,
08/01/2019 03:00,08/01/2019 03:00,801.04,11.428,,,,,,,,,,,
08/01/2019 04:00,08/01/2019 04:00,789.828,11.291,,,,,,,,,,,
08/01/2019 05:00,08/01/2019 05:00,782.338,11.203,,,,,,,,,,,
08/01/2019 06:00,08/01/2019 06:00,766.197,11.01,,,,,,,,,,,
08/01/2019 07:00,08/01/2019 07:00,743.22,10.776,,,,,,,,,,,
08/01/2019 08:00,08/01/2019 08:00,721.427,10.558,,,,,,,,,,,
08/01/2019 09:00,08/01/2019 09:00,724.705,10.589,,,,,,,,,,,
08/01/2019 10:00,08/01/2019 10:00,742.657,10.764,,,,,,,,,,,
08/01/2019 11:00,08/01/2019 11:00,749.405,10.833,,,,,,,,,,,
08/01/2019 12:00,08/01/2019 12:00,761.992,10.975,,,,,,,,,,,
08/01/2019 13:00,08/01/2019 13:00,766.136,11.018,,,,,,,,,,,
08/01/2019 14:00,08/01/2019 14:00,764.342,10.995,,,,,,,,,,,
08/01/2019 15:00,08/01/2019 15:00,761.488,10.969,,,,,,,,,,,
08/01/2019 16:00,08/01/2019 16:00,768.896,11.051,,,,,,,,,,,
08/01/2019 17:00,08/01/2019 17:00,766.159,11.015,,,,,,,,,,,
08/01/2019 18:00,08/01/2019 18:00,735.313,10.696,,,,,,,,,,,
08/01/2019 19:00,08/01/2019 19:00,710.199,10.44,,,,,,,,,,,
08/01/2019 20:00,08/01/2019 20:00,686.005,10.226,,,,,,,,,,,
08/01/2019 21:00,08/01/2019 21:00,663.315,10.025,,,,,,,,,,,
08/01/2019 22:00,08/01/2019 22:00,646.369,9.88,,,,,,,,,,,
08/01/2019 23:00,08/01/2019 23:00,621.784,9.668,,,,,,,,,,,
09/01/2019 00:00,09/01/2019 00:00,578.696,9.332,,,,,,,,,,,
09/01/2019 01:00,09/01/2019 01:00,544.431,9.069,,,,,,,,,,,
09/01/2019 02:00,09/01/2019 02:00,508.344,8.794,,,,,,,,,,,
09/01/2019 03:00,09/01/2019 03:00,455.889,8.406,,,,,,,,,,,
09/01/2019 04:00,09/01/2019 04:00,422.62,8.162,,,,,,,,,,,
09/01/2019 05:00,09/01/2019 05:00,434.169,8.245,,,,,,,,,,,
09/01/2019 06:00,09/01/2019 06:00,442.866,8.312,,,,,,,,,,,
09/01/2019 07:00,09/01/2019 07:00,428.75,8.21,,,,,,,,,,,
09/01/2019 08:00,09/01/2019 08:00,412.526,8.088,,,,,,,,,,,
09/01/2019 09:00,09/01/2019 09:00,298.095,7.213,,,,,,,,,,,
09/01/2019 10:00,09/01/2019 10:00,196.505,6.319,,,,,,,,,,,
09/01/2019 11:00,09/01/2019 11:00,200.316,6.349,,,,,,,,,,,
09/01/2019 12:00,09/01/2019 12:00,184.48,6.195,,,,,,,,,,,
09/01/2019 13:00,09/01/2019 13:00,128.372,5.565,,,,,,,,,,,
09/01/2019 14:00,09/01/2019 14:00,95.59,5.133,,,,,,,,,,,
09/01/2019 15:00,09/01/2019 15:00,88.393,5.022,,,,,,,,,,,
09/01/2019 16:00,09/01/2019 16:00,80.944,4.907,,,,,,,,,,,
09/01/2019 17:00,09/01/2019 17:00,59.043,4.52,,,,,,,,,,,
09/01/2019 18:00,09/01/2019 18:00,44.266,4.209,,,,,,,,,,,
09/01/2019 19:00,09/01/2019 19:00,47.484,4.276,,,,,,,,,,,
09/01/2019 20:00,09/01/2019 20:00,52.642,4.382,,,,,,,,,,,
09/01/2019 21:00,09/01/2019 21:00,44.225,4.208,,,,,,,,,,,
09/01/2019 22:00,09/01/2019 22:00,31.422,3.876,,,,,,,,,,,
09/01/2019 23:00,09/01/2019 23:00,18.167,3.446,,,,,,,,,,,
10/01/2019 00:00,10/01/2019 00:00,13.183,3.229,,,,,,,,,,,
10/01/2019 01:00,10/01/2019 01:00,15.161,3.328,,,,,,,,,,,
10/01/2019 02:00,10/01/2019 02:00,19.407,3.491,,,,,,,,,,,
10/01/2019 03:00,10/01/2019 03:00,22.352,3.605,,,,,,,,,,,
10/01/2019 04:00,10/01/2019 04:00,31.723,3.885,,,,,,,,,,,
10/01/2019 05:00,10/01/2019 05:00,51.057,4.358,,,,,,,,,,,
10/01/2019 06:00,10/01/2019 06:00,76.559,4.835,,,,,,,,,,,
10/01/2019 07:00,10/01/2019 07:00,103.68,5.249,,,,,,,,,,,
10/01/2019 08:00,10/01/2019 08:00,134.735,5.652,,,,,,,,,,,
10/01/2019 09:00,10/01/2019 09:00,155.751,5.895,,,,,,,,,,,
10/01/2019 10:00,10/01/2019 10:00,172.054,6.071,,,,,,,,,,,
10/01/2019 11:00,10/01/2019 11:00,210.082,6.449,,,,,,,,,,,
10/01/2019 12:00,10/01/2019 12:00,256.16,6.862,,,,,,,,,,,
10/01/2019 13:00,10/01/2019 13:00,311.201,7.318,,,,,,,,,,,
10/01/2019 14:00,10/01/2019 14:00,388.303,7.903,,,,,,,,,,,
10/01/2019 15:00,10/01/2019 15:00,429.685,8.217,,,,,,,,,,,
10/01/2019 16:00,10/01/2019 16:00,464.108,8.47,,,,,,,,,,,
10/01/2019 17:00,10/01/2019 17:00,492.092,8.669,,,,,,,,,,,
10/01/2019 18:00,10/01/2019 18:00,507.281,8.782,,,,,,,,,,,
10/01/2019 19:00,10/01/2019 19:00,535.317,8.994,,,,,,,,,,,
10/01/2019 20:00,10/01/2019 20:00,535.317,8.996,,,,,,,,,,,
10/01/2019 21:00,10/01/2019 21:00,575.965,9.311,,,,,,,,,,,
10/01/2019 22:00,10/01/2019 22:00,596.209,9.469,,,,,,,,,,,
10/01/2019 23:00,10/01/2019 23:00,596.819,9.475,,,,,,,,,,,
11/01/2019 00:00,11/01/2019 00:00,612.936,9.604,,,,,,,,,,,
11/01/2019 01:00,11/01/2019 01:00,638.558,9.814,,,,,,,,,,,
11/01/2019 02:00,11/01/2019 02:00,658.191,9.981,,,,,,,,,,,
11/01/2019 03:00,11/01/2019 03:00,656.979,9.963,,,,,,,,,,,
11/01/2019 04:00,11/01/2019 04:00,634.885,9.784,,,,,,,,,,,
11/01/2019 05:00,11/01/2019 05:00,606.257,9.55,,,,,,,,,,,
11/01/2019 06:00,11/01/2019 06:00,573.455,9.292,,,,,,,,,,,
11/01/2019 07:00,11/01/2019 07:00,527.415,8.941,,,,,,,,,,,
11/01/2019 08:00,11/01/2019 08:00,479.462,8.574,,,,,,,,,,,
11/01/2019 09:00,11/01/2019 09:00,431.419,8.23,,,,,,,,,,,
11/01/2019 10:00,11/01/2019 10:00,376.103,7.818,,,,,,,,,,,
11/01/2019 11:00,11/01/2019 11:00,322.597,7.398,,,,,,,,,,,
11/01/2019 12:00,11/01/2019 12:00,292.117,7.162,,,,,,,,,,,
11/01/2019 13:00,11/01/2019 13:00,287.829,7.124,,,,,,,,,,,
11/01/2019 14:00,11/01/2019 14:00,276.712,7.038,,,,,,,,,,,
11/01/2019 15:00,11/01/2019 15:00,301.701,7.236,,,,,,,,,,,
11/01/2019 16:00,11/01/2019 16:00,372.717,7.793,,,,,,,,,,,
11/01/2019 17:00,11/01/2019 17:00,449.11,8.359,,,,,,,,,,,
11/01/2019 18:00,11/01/2019 18:00,504.592,8.761,,,,,,,,,,,
11/01/2019 19:00,11/01/2019 19:00,547.94,9.096,,,,,,,,,,,
11/01/2019 20:00,11/01/2019 20:00,568.086,9.25,,,,,,,,,,,
11/01/2019 21:00,11/01/2019 21:00,604.614,9.537,,,,,,,,,,,
11/01/2019 22:00,11/01/2019 22:00,695.263,10.31,,,,,,,,,,,
11/01/2019 23:00,11/01/2019 23:00,766.76,11.027,,,,,,,,,,,
12/01/2019 00:00,12/01/2019 00:00,801.841,11.438,,,,,,,,,,,
12/01/2019 01:00,12/01/2019 01:00,835.166,11.884,,,,,,,,,,,
12/01/2019 02:00,12/01/2019 02:00,838.782,11.933,,,,,,,,,,,
12/01/2019 03:00,12/01/2019 03:00,857.947,12.23,,,,,,,,,,,
12/01/2019 04:00,12/01/2019 04:00,909.692,13.212,,,,,,,,,,,
12/01/2019 05:00,12/01/2019 05:00,916.961,13.383,,,,,,,,,,,
12/01/2019 06:00,12/01/2019 06:00,893.238,12.855,,,,,,,,,,,
12/01/2019 07:00,12/01/2019 07:00,876.606,12.546,,,,,,,,,,,
12/01/2019 08:00,12/01/2019 08:00,867.538,12.388,,,,,,,,,,,
12/01/2019 09:00,12/01/2019 09:00,877.942,12.57,,,,,,,,,,,
12/01/2019 10:00,12/01/2019 10:00,881.785,12.64,,,,,,,,,,,
12/01/2019 11:00,12/01/2019 11:00,871.699,12.46,,,,,,,,,,,
12/01/2019 12:00,12/01/2019 12:00,890.186,12.8,,,,,,,,,,,
12/01/2019 13:00,12/01/2019 13:00,915.2,13.335,,,,,,,,,,,
12/01/2019 14:00,12/01/2019 14:00,928.472,13.679,,,,,,,,,,,
12/01/2019 15:00,12/01/2019 15:00,941.168,14.053,,,,,,,,,,,
12/01/2019 16:00,12/01/2019 16:00,943.652,14.136,,,,,,,,,,,
12/01/2019 17:00,12/01/2019 17:00,942.503,14.099,,,,,,,,,,,
12/01/2019 18:00,12/01/2019 18:00,938.459,13.969,,,,,,,,,,,
12/01/2019 19:00,12/01/2019 19:00,942.55,14.1,,,,,,,,,,,
12/01/2019 20:00,12/01/2019 20:00,957.003,14.63,,,,,,,,,,,
12/01/2019 21:00,12/01/2019 21:00,961.32,14.808,,,,,,,,,,,
12/01/2019 22:00,12/01/2019 22:00,964.175,14.941,,,,,,,,,,,
12/01/2019 23:00,12/01/2019 23:00,970.908,15.304,,,,,,,,,,,
13/01/2019 00:00,13/01/2019 00:00,975.62,15.607,,,,,,,,,,,
13/01/2019 01:00,13/01/2019 01:00,977.97,15.784,,,,,,,,,,,
13/01/2019 02:00,13/01/2019 02:00,978.928,15.852,,,,,,,,,,,
13/01/2019 03:00,13/01/2019 03:00,975.787,15.616,,,,,,,,,,,
13/01/2019 04:00,13/01/2019 04:00,971.108,15.311,,,,,,,,,,,
13/01/2019 05:00,13/01/2019 05:00,972.441,15.395,,,,,,,,,,,
13/01/2019 06:00,13/01/2019 06:00,970.592,15.283,,,,,,,,,,,
13/01/2019 07:00,13/01/2019 07:00,965.999,15.042,,,,,,,,,,,
13/01/2019 08:00,13/01/2019 08:00,960.559,14.783,,,,,,,,,,,
13/01/2019 09:00,13/01/2019 09:00,961.404,14.812,,,,,,,,,,,
13/01/2019 10:00,13/01/2019 10:00,965.191,14.992,,,,,,,,,,,
13/01/2019 11:00,13/01/2019 11:00,977.839,15.774,,,,,,,,,,,
13/01/2019 12:00,13/01/2019 12:00,982.232,16.165,,,,,,,,,,,
13/01/2019 13:00,13/01/2019 13:00,987.052,16.86,,,,,,,,,,,
13/01/2019 14:00,13/01/2019 14:00,987.945,17.142,,,,,,,,,,,
13/01/2019 15:00,13/01/2019 15:00,988.158,17.293,,,,,,,,,,,
13/01/2019 16:00,13/01/2019 16:00,987.162,16.887,,,,,,,,,,,
13/01/2019 17:00,13/01/2019 17:00,985.002,16.497,,,,,,,,,,,
13/01/2019 18:00,13/01/2019 18:00,979.035,15.87,,,,,,,,,,,
13/01/2019 19:00,13/01/2019 19:00,969.294,15.217,,,,,,,,,,,
13/01/2019 20:00,13/01/2019 20:00,961.408,14.811,,,,,,,,,,,
13/01/2019 21:00,13/01/2019 21:00,953.298,14.482,,,,,,,,,,,
13/01/2019 22:00,13/01/2019 22:00,948.976,14.318,,,,,,,,,,,
13/01/2019 23:00,13/01/2019 23:00,939.576,14.005,,,,,,,,,,,
14/01/2019 00:00,14/01/2019 00:00,910.132,13.222,,,,,,,,,,,
14/01/2019 01:00,14/01/2019 01:00,860.582,12.272,,,,,,,,,,,
14/01/2019 02:00,14/01/2019 02:00,856.181,12.201,,,,,,,,,,,
14/01/2019 03:00,14/01/2019 03:00,844.459,12.018,,,,,,,,,,,
14/01/2019 04:00,14/01/2019 04:00,828.603,11.783,,,,,,,,,,,
14/01/2019 05:00,14/01/2019 05:00,814.15,11.592,,,,,,,,,,,
14/01/2019 06:00,14/01/2019 06:00,786.348,11.248,,,,,,,,,,,
14/01/2019 07:00,14/01/2019 07:00,743.091,10.775,,,,,,,,,,,
14/01/2019 08:00,14/01/2019 08:00,705.979,10.409,,,,,,,,,,,
14/01/2019 09:00,14/01/2019 09:00,656.949,9.969,,,,,,,,,,,
14/01/2019 10:00,14/01/2019 10:00,559.733,9.183,,,,,,,,,,,
14/01/2019 11:00,14/01/2019 11:00,507.52,8.791,,,,,,,,,,,
14/01/2019 12:00,14/01/2019 12:00,512.04,8.823,,,,,,,,,,,
14/01/2019 13:00,14/01/2019 13:00,520.48,8.888,,,,,,,,,,,
14/01/2019 14:00,14/01/2019 14:00,511.466,8.821,,,,,,,,,,,
14/01/2019 15:00,14/01/2019 15:00,492.472,8.678,,,,,,,,,,,
14/01/2019 16:00,14/01/2019 16:00,495.164,8.693,,,,,,,,,,,
14/01/2019 17:00,14/01/2019 17:00,529.8,8.958,,,,,,,,,,,
14/01/2019 18:00,14/01/2019 18:00,583.012,9.366,,,,,,,,,,,
